-1.000000000000000000e+00,-1.000000000000000000e+00,-9.411760000000000126e-01,1.000000000000000000e+00,-8.901099999999999568e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.333329999999999904e-01,1.000000000000000000e+00,-1.000000000000000000e+00,7.142859999999999765e-01,1.000000000000000000e+00,-3.333329999999999904e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-3.333329999999999904e-01,2.941179999999999906e-01,0.000000000000000000e+00,-3.626369999999999871e-01,-1.000000000000000000e+00,0.000000000000000000e+00,-3.333329999999999904e-01,-3.333329999999999904e-01,-1.000000000000000000e+00,-8.928570000000000118e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-7.647059999999999969e-01,1.000000000000000000e+00,-7.912090000000000511e-01,-1.000000000000000000e+00,5.000000000000000000e-01,3.333329999999999904e-01,3.333329999999999904e-01,-1.000000000000000000e+00,7.142859999999999487e-02,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
-1.000000000000000000e+00,-1.000000000000000000e+00,1.176470000000000016e-01,0.000000000000000000e+00,-1.538460000000000105e-01,-1.000000000000000000e+00,5.000000000000000000e-01,3.333329999999999904e-01,1.000000000000000000e+00,-3.333329999999999904e-01,-7.142859999999999487e-02,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-4.117649999999999921e-01,5.000000000000000000e-01,-4.835160000000000013e-01,-1.000000000000000000e+00,0.000000000000000000e+00,3.333329999999999904e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.142860000000000043e-01,1.000000000000000000e+00,-3.333329999999999904e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-5.882350000000000079e-02,0.000000000000000000e+00,-2.197800000000000101e-02,1.000000000000000000e+00,0.000000000000000000e+00,3.333329999999999904e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.285709999999999797e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-4.117649999999999921e-01,0.000000000000000000e+00,-7.142859999999999765e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.333329999999999904e-01,1.000000000000000000e+00,-3.333329999999999904e-01,2.142860000000000043e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,-3.333329999999999904e-01,-5.882350000000000079e-02,0.000000000000000000e+00,-2.637360000000000260e-01,-1.000000000000000000e+00,0.000000000000000000e+00,3.333329999999999904e-01,-3.333329999999999904e-01,3.333329999999999904e-01,-4.285709999999999797e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-7.647059999999999969e-01,0.000000000000000000e+00,-6.813190000000000079e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-3.333329999999999904e-01,-2.352940000000000031e-01,1.000000000000000000e+00,-4.505489999999999773e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.333329999999999904e-01,3.333329999999999904e-01,-6.785710000000000353e-01,1.000000000000000000e+00,-3.333329999999999904e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
